OPPORTUNITY_ID,ACCOUNT_NAME,LEAD_SOURCE_CAMPAIGN,STAGE,AMOUNT_USD,CREATED_DATE,CLOSE_DATE,BUSINESS_GROUP,REGION
OPP-355f0783,"Martin, Rogers and Wallace",CMP-104,Closed Won,256997.45,2024-11-29,2024-12-15,TEBG,NA
OPP-d038a4e9,"Spence, Perry and Lynn",CMP-104,Closed Won,358528.63,2024-11-25,2024-12-18,TEBG,NA
OPP-de55fc9a,"Bell, Young and Smith",CMP-104,Closed Won,313575.46,2024-11-22,2024-12-20,TEBG,NA
OPP-24c48433,Case-Malone,CMP-104,Negotiation,359319.01,2024-11-25,,TEBG,NA
OPP-c0257f03,Campos PLC,CMP-104,Closed Won,403839.39,2024-11-23,2024-12-12,TEBG,NA
OPP-8aae91f5,Ramirez Ltd,CMP-139,Negotiation,401003.06,2020-07-18,,HCBG,NA
OPP-27755939,"Hayden, Dominguez and Miller",CMP-139,Closed Won,471236.41,2020-07-16,2020-08-05,HCBG,NA
OPP-c373f1b3,"Armstrong, Maynard and Woods",CMP-139,Closed Won,253337.26,2020-07-08,2020-07-24,HCBG,NA
OPP-8d1a27ed,Wheeler LLC,CMP-139,Negotiation,271025.48,2020-07-14,,HCBG,NA
OPP-0ea2ccad,Garza Ltd,CMP-139,Closed Won,292359.07,2020-07-10,2020-07-27,HCBG,NA
OPP-a3c456ba,Doyle PLC,CMP-139,Closed Won,471822.21,2020-07-14,2020-08-10,HCBG,NA
OPP-16101cff,Sharp Inc,CMP-139,Closed Won,241185.48,2020-07-10,2020-08-04,HCBG,NA
OPP-eeabeca3,Norman Group,CMP-139,Closed Won,274712.62,2020-07-12,2020-07-31,HCBG,NA
OPP-d2335f53,Clark and Sons,CMP-139,Negotiation,277524.58,2020-07-16,,HCBG,NA
OPP-08a00118,Jordan Ltd,CMP-139,Closed Won,283085.02,2020-07-19,2020-08-06,HCBG,NA
OPP-5c108b7a,Chavez Inc,CMP-139,Closed Won,503942.82,2020-07-19,2020-08-08,HCBG,NA
OPP-e8bd7a97,Webster-Moore,CMP-139,Closed Won,283132.57,2020-07-19,2020-08-11,HCBG,NA
OPP-5c1dddb2,Wagner Ltd,CMP-139,Closed Lost,468459.91,2020-07-11,2020-08-01,HCBG,NA
OPP-33e6858e,Wilcox Group,CMP-139,Closed Won,265295.79,2020-07-09,2020-08-04,HCBG,NA
OPP-088b3530,Martin Ltd,CMP-139,Closed Won,191682.07,2020-07-12,2020-08-02,HCBG,NA
OPP-ff7ee1e4,Reid-Arnold,CMP-139,Closed Lost,290022.21,2020-07-18,2020-08-09,HCBG,NA
OPP-d2510d72,Morrison and Sons,CMP-139,Closed Won,349065.81,2020-07-15,2020-08-03,HCBG,NA
OPP-e595580c,Lewis-Pierce,CMP-139,Closed Lost,321678.32,2020-07-08,2020-07-30,HCBG,NA
OPP-40c6b74b,Hoover Ltd,CMP-181,Negotiation,121522.09,2021-12-22,,SIBG,LATAM
OPP-18daf584,Rhodes-Bowen,CMP-139,Closed Won,286972.27,2020-08-03,2020-08-27,HCBG,NA
OPP-f10dffb6,Maynard LLC,CMP-139,Closed Lost,320434.78,2020-08-09,2020-08-30,HCBG,NA
OPP-864993c1,"Gutierrez, Hicks and Ray",CMP-139,Negotiation,501344.87,2020-08-08,,HCBG,NA
OPP-60552f1d,"Hall, Pineda and Gardner",CMP-139,Closed Lost,463349.96,2020-07-30,2020-08-27,HCBG,NA
OPP-c2c7fed4,Noble-Gaines,CMP-139,Negotiation,291000.35,2020-08-05,,HCBG,NA
OPP-71dd5cab,Carter-Villanueva,CMP-139,Closed Won,359662.19,2020-08-02,2020-08-26,HCBG,NA
OPP-4def0201,Sullivan LLC,CMP-139,Closed Won,247207.81,2020-08-02,2020-08-20,HCBG,NA
OPP-ffbd32cc,Bautista-Flowers,CMP-139,Closed Won,344517.93,2020-07-29,2020-08-12,HCBG,NA
OPP-a7233300,Kim-Knight,CMP-139,Closed Lost,515003.02,2020-07-31,2020-08-25,HCBG,NA
OPP-6c720ad2,Mcdaniel Ltd,CMP-139,Closed Won,378882.28,2020-08-05,2020-09-01,HCBG,NA
OPP-8e82e17e,Morgan PLC,CMP-139,Negotiation,324509.67,2020-08-02,,HCBG,NA
OPP-0de18523,Smith-Robinson,CMP-139,Closed Won,308097.35,2020-08-06,2020-08-29,HCBG,NA
OPP-da2dd16f,Rhodes and Sons,CMP-139,Closed Won,275054.37,2020-08-02,2020-08-18,HCBG,NA
OPP-a6eb8356,"Carr, Reyes and Nguyen",CMP-139,Negotiation,405008.31,2020-08-02,,HCBG,NA
OPP-903398ec,Franklin-Fleming,CMP-139,Closed Won,295910.42,2020-08-01,2020-08-22,HCBG,NA
OPP-67799071,"Clark, Salazar and Pruitt",CMP-139,Closed Won,300977.76,2020-08-07,2020-09-03,HCBG,NA
OPP-46e2b663,Hartman LLC,CMP-139,Closed Won,214400.53,2020-08-01,2020-08-21,HCBG,NA
OPP-cffd79b5,Black PLC,CMP-139,Closed Won,198016.02,2020-08-04,2020-08-24,HCBG,NA
OPP-c772a254,Davis Group,CMP-139,Closed Won,212946.62,2020-07-29,2020-08-16,HCBG,NA
OPP-903e36b6,"Chavez, Davidson and Watson",CMP-139,Closed Won,296491.46,2020-08-02,2020-08-24,HCBG,NA
OPP-0c3f593e,Walker-Gordon,CMP-139,Closed Won,260994.29,2020-08-04,2020-08-30,HCBG,NA
OPP-44236737,Anderson-Robertson,CMP-139,Closed Won,302123.76,2020-08-09,2020-08-30,HCBG,NA
OPP-3e3d1764,"Ramos, Mann and Brown",CMP-139,Closed Lost,276245.24,2020-07-30,2020-08-14,HCBG,NA
OPP-19fe719b,Gibson PLC,CMP-139,Closed Lost,179194.63,2020-08-06,2020-08-28,HCBG,NA
OPP-72eb1748,Garcia-Hale,CMP-139,Closed Won,410589.09,2020-07-30,2020-08-19,HCBG,NA
OPP-70ca01c3,"Thompson, Rowland and Stokes",CMP-139,Closed Lost,216189.07,2020-07-30,2020-08-21,HCBG,NA
OPP-09367da9,"Harper, Pham and Walker",CMP-139,Closed Won,347844.68,2020-07-31,2020-08-25,HCBG,NA
OPP-66ddf9af,Lawrence Ltd,CMP-164,Closed Won,226492.0,2022-05-14,2022-06-11,TEBG,NA
OPP-20eca3ee,Mcgee PLC,CMP-164,Closed Won,272276.06,2022-05-17,2022-06-07,TEBG,NA
OPP-36075f38,Crawford PLC,CMP-164,Closed Won,319108.32,2022-05-11,2022-06-08,TEBG,NA
OPP-2ebfbfb4,"Jordan, Brooks and Clark",CMP-165,Closed Won,200015.28,2022-05-10,2022-06-09,CBG,APAC
OPP-46e61c5d,Miller-Strickland,CMP-165,Negotiation,220153.57,2022-05-12,,CBG,APAC
OPP-926ae01f,"Rocha, Davis and Garcia",CMP-165,Closed Won,226059.84,2022-05-10,2022-06-16,CBG,APAC
OPP-f727d75d,"Gomez, Gray and Mitchell",CMP-165,Closed Won,468648.87,2022-05-14,2022-06-13,CBG,APAC
OPP-89c68291,Smith-Hart,CMP-165,Closed Lost,156269.78,2022-05-08,2022-06-02,CBG,APAC
OPP-844a229c,Davis LLC,CMP-165,Closed Won,217460.85,2022-05-10,2022-06-07,CBG,APAC
OPP-d7f7aefc,Turner-Hart,CMP-132,Closed Won,286967.59,2020-11-15,2020-12-13,SIBG,EMEA
OPP-37586fb4,Perez Group,CMP-132,Closed Won,303552.18,2020-11-14,2020-12-25,SIBG,EMEA
OPP-7312c703,"Williams, James and Johnson",CMP-239,Negotiation,103876.1,2021-06-18,,CBG,LATAM
OPP-cdb01744,Sandoval Ltd,CMP-159,Closed Won,277040.53,2022-04-26,2022-05-26,TEBG,NA
OPP-ae2fbd3d,Kelly LLC,CMP-159,Closed Won,107606.74,2022-04-24,2022-05-11,TEBG,NA
OPP-aa6dc14e,Harris-Riley,CMP-159,Negotiation,338640.44,2022-04-21,,TEBG,NA
OPP-c39c2295,Phelps-Ramirez,CMP-159,Closed Lost,186994.83,2022-04-23,2022-05-17,TEBG,NA
OPP-d66cb412,Brown-Fowler,CMP-159,Closed Won,187753.86,2022-04-20,2022-05-07,TEBG,NA
OPP-bc36f607,"Yates, Johnson and Aguilar",CMP-111,Closed Lost,168828.03,2023-06-13,2023-08-12,CBG,APAC
OPP-24de4dad,Reeves Ltd,CMP-163,Closed Won,148498.26,2021-12-24,2022-02-05,HCBG,APAC
OPP-83243881,Parker-Dominguez,CMP-219,Closed Won,309507.15,2021-01-20,2021-02-15,HCBG,LATAM
OPP-46223c5a,Ward LLC,CMP-219,Closed Won,365746.95,2021-01-20,2021-02-08,HCBG,LATAM
OPP-5f7959fc,Stewart-Rose,CMP-219,Closed Won,276238.45,2021-01-15,2021-02-08,HCBG,LATAM
OPP-65b21e6c,Lucero-Reynolds,CMP-219,Closed Won,434286.32,2021-01-17,2021-02-09,HCBG,LATAM
OPP-231e9546,Thompson Inc,CMP-219,Closed Won,256472.35,2021-01-17,2021-02-10,HCBG,LATAM
OPP-ffd6aa60,"Walsh, Jackson and Fitzpatrick",CMP-219,Negotiation,589175.13,2021-01-10,,HCBG,LATAM
OPP-95b96cbc,Smith-Saunders,CMP-219,Closed Won,308618.21,2021-01-17,2021-02-09,HCBG,LATAM
OPP-016249d3,"Morales, Davis and Jackson",CMP-219,Closed Won,384728.83,2021-01-21,2021-02-04,HCBG,LATAM
OPP-fed8186f,Price-Davis,CMP-219,Closed Won,507617.64,2021-01-17,2021-02-14,HCBG,LATAM
OPP-ea17b0c7,"Page, Kim and Newton",CMP-219,Closed Won,375033.34,2021-01-17,2021-02-10,HCBG,LATAM
OPP-4a4093c5,Moore-Phillips,CMP-120,Closed Lost,168624.86,2024-06-03,2024-07-03,HCBG,EMEA
OPP-7dab8dc1,Reid LLC,CMP-120,Negotiation,130912.02,2024-06-13,,HCBG,EMEA
OPP-66c874b0,Mcmillan-Diaz,CMP-220,Closed Lost,265097.44,2021-10-19,2021-11-07,TEBG,EMEA
OPP-65056a00,"Sampson, Anderson and Lamb",CMP-220,Closed Won,551469.66,2021-10-17,2021-10-31,TEBG,EMEA
OPP-1dc06025,Harding Ltd,CMP-220,Closed Won,342003.19,2021-10-14,2021-10-29,TEBG,EMEA
OPP-d048adcc,Weeks-Ramirez,CMP-220,Closed Won,203740.68,2021-10-21,2021-11-07,TEBG,EMEA
OPP-16311be7,Baker-Gregory,CMP-220,Negotiation,282245.62,2021-10-15,,TEBG,EMEA
OPP-264985e6,"Miles, Jackson and Brown",CMP-220,Closed Lost,270670.54,2021-10-18,2021-11-02,TEBG,EMEA
OPP-a005e84d,"Kennedy, Jimenez and Smith",CMP-220,Closed Won,217816.2,2021-10-16,2021-11-06,TEBG,EMEA
OPP-07fbcacd,Mills PLC,CMP-220,Closed Won,386020.25,2021-10-16,2021-11-04,TEBG,EMEA
OPP-77bf99c2,"Park, Smith and Johnson",CMP-224,Closed Won,165030.0,2023-09-17,2023-10-13,SIBG,APAC
OPP-4e597445,Kent-Hoffman,CMP-224,Negotiation,203169.11,2023-09-09,,SIBG,APAC
OPP-ff34c88e,"Martinez, Castillo and Moore",CMP-224,Negotiation,261290.08,2023-09-10,,SIBG,APAC
OPP-08eca946,Andrews-Leonard,CMP-224,Negotiation,179279.7,2023-09-18,,SIBG,APAC
OPP-44780260,Maynard and Sons,CMP-151,Closed Won,221119.69,2022-03-10,2022-03-30,SIBG,NA
OPP-68bdc99f,"Hoffman, Martinez and Stone",CMP-151,Closed Lost,278810.06,2022-03-12,2022-04-06,SIBG,NA
OPP-b37fde24,Castro-King,CMP-151,Negotiation,372397.79,2022-03-07,,SIBG,NA
OPP-93923969,Campbell Inc,CMP-151,Closed Won,346790.89,2022-03-05,2022-03-24,SIBG,NA
OPP-20dc034b,Barrera-Long,CMP-151,Closed Lost,375802.18,2022-03-10,2022-03-29,SIBG,NA
OPP-f923557c,Miller Group,CMP-151,Closed Won,242984.37,2022-03-15,2022-04-12,SIBG,NA
OPP-9486aa82,Allen Inc,CMP-151,Closed Won,193247.51,2022-03-15,2022-03-31,SIBG,NA
OPP-f9c2824d,Jones PLC,CMP-151,Closed Won,225002.88,2022-03-10,2022-04-06,SIBG,NA
OPP-121fe715,"Villegas, Roach and Lara",CMP-151,Closed Won,306674.38,2022-03-06,2022-03-27,SIBG,NA
OPP-009058e0,Tucker Group,CMP-162,Closed Won,269802.95,2022-07-02,2022-07-20,SIBG,LATAM
OPP-a0b7792d,Jackson-Anderson,CMP-162,Closed Won,307372.32,2022-07-05,2022-07-27,SIBG,LATAM
OPP-5130cda5,Hale PLC,CMP-162,Closed Won,348156.92,2022-06-30,2022-07-20,SIBG,LATAM
OPP-d266855d,"Moore, Rodriguez and Green",CMP-162,Closed Won,237658.05,2022-06-30,2022-07-16,SIBG,LATAM
OPP-197148b9,Elliott and Sons,CMP-162,Closed Won,165296.42,2022-07-05,2022-07-25,SIBG,LATAM
OPP-daab1047,"Ochoa, Jones and Bailey",CMP-162,Closed Won,291950.2,2022-06-29,2022-07-27,SIBG,LATAM
OPP-80d81970,"Mclaughlin, Keller and Potts",CMP-136,Closed Lost,215810.35,2024-07-05,2024-08-26,CBG,NA
OPP-f13f0e4d,"Sharp, Melton and Pierce",CMP-186,Closed Lost,135791.84,2022-01-18,2022-02-16,TEBG,LATAM
OPP-4352a4fd,"West, Baker and King",CMP-186,Closed Won,119805.86,2022-01-07,2022-02-11,TEBG,LATAM
OPP-17067ee4,Baker-Santana,CMP-171,Closed Won,271440.91,2024-02-03,2024-02-21,SIBG,LATAM
OPP-d0a9097d,King LLC,CMP-171,Closed Won,206322.41,2024-02-07,2024-02-25,SIBG,LATAM
OPP-d43e5ae3,"Johnson, Carter and Robinson",CMP-171,Closed Won,112079.92,2024-02-01,2024-02-15,SIBG,LATAM
OPP-2ecc6690,"Barnett, Anderson and Christian",CMP-171,Closed Won,203965.88,2024-02-01,2024-02-19,SIBG,LATAM
OPP-c9638476,Oconnor Group,CMP-184,Closed Lost,208026.99,2022-04-28,2022-05-20,HCBG,LATAM
OPP-b0a2096e,Crawford-Gillespie,CMP-184,Closed Won,362159.63,2022-04-29,2022-05-13,HCBG,LATAM
OPP-dfe24ef3,Watson-Cowan,CMP-183,Closed Won,205066.81,2022-06-10,2022-07-10,SIBG,LATAM
OPP-301b243a,Baker-Gates,CMP-183,Closed Lost,402956.64,2022-06-18,2022-07-27,SIBG,LATAM
OPP-a4a3d5e9,"King, Erickson and Smith",CMP-108,Closed Won,220121.34,2021-09-03,2021-09-17,TEBG,EMEA
OPP-9789426f,Smith LLC,CMP-108,Closed Won,246229.44,2021-09-04,2021-09-20,TEBG,EMEA
OPP-648b0008,Washington-Cervantes,CMP-108,Closed Won,198804.74,2021-09-03,2021-09-22,TEBG,EMEA
OPP-cd738610,"Molina, Johnson and Lopez",CMP-108,Closed Won,286241.01,2021-08-30,2021-09-24,TEBG,EMEA
OPP-7f35c0b7,Bowers PLC,CMP-108,Closed Won,389371.68,2021-08-28,2021-09-24,TEBG,EMEA
OPP-81829b7f,"Kline, Mcgee and Smith",CMP-108,Closed Won,264154.94,2021-09-07,2021-09-22,TEBG,EMEA
OPP-319a6023,Rivera PLC,CMP-108,Closed Won,330213.89,2021-09-08,2021-09-26,TEBG,EMEA
OPP-2f9432c4,Garcia-Parker,CMP-108,Closed Won,283307.28,2021-09-05,2021-09-26,TEBG,EMEA
OPP-bf858891,Griffin-Mitchell,CMP-108,Closed Won,213482.86,2021-09-03,2021-09-17,TEBG,EMEA
OPP-59c5a479,"Barker, Brown and Sharp",CMP-108,Closed Lost,285017.58,2021-09-06,2021-09-26,TEBG,EMEA
OPP-129378ad,Bass Inc,CMP-108,Negotiation,263753.41,2021-09-04,,TEBG,EMEA
OPP-8552fdcc,"Nelson, Kennedy and Turner",CMP-108,Closed Lost,262276.88,2021-09-04,2021-09-20,TEBG,EMEA
OPP-9f36820a,Mata LLC,CMP-108,Closed Won,307148.17,2021-09-02,2021-09-16,TEBG,EMEA
OPP-b9c126d5,Sanders-Walker,CMP-114,Negotiation,100547.66,2020-11-26,,CBG,LATAM
OPP-f8524f20,"Woods, Ramirez and Harrell",CMP-107,Negotiation,267522.12,2022-08-17,,TEBG,NA
OPP-3cbca1fc,"Lopez, Johnson and Irwin",CMP-107,Closed Won,194977.88,2022-08-15,2022-09-23,TEBG,NA
OPP-2a548846,Grant Inc,CMP-107,Closed Won,203003.47,2022-08-19,2022-09-21,TEBG,NA
OPP-5b3ddd15,Martinez PLC,CMP-222,Closed Won,229832.68,2022-07-29,2022-09-07,TEBG,LATAM
OPP-7bb53b55,Fernandez Group,CMP-222,Closed Won,215151.7,2022-07-21,2022-08-16,TEBG,LATAM
OPP-b1416353,Brady Ltd,CMP-222,Closed Lost,151462.15,2022-07-18,2022-08-19,TEBG,LATAM
OPP-8819e8bf,Jimenez-Anderson,CMP-222,Closed Lost,197201.14,2022-07-29,2022-08-19,TEBG,LATAM
OPP-201cd53b,Mcmahon Group,CMP-249,Closed Lost,326556.28,2022-04-25,2022-05-27,HCBG,EMEA
OPP-85b649cd,Allen-Mckenzie,CMP-249,Negotiation,212465.72,2022-04-19,,HCBG,EMEA
OPP-aae84fc4,Jones Ltd,CMP-159,Closed Won,149785.4,2022-05-29,2022-06-24,TEBG,NA
OPP-64bb1fac,"Peterson, Hester and Williams",CMP-159,Closed Won,213814.35,2022-05-30,2022-06-16,TEBG,NA
OPP-50bde73f,Washington Inc,CMP-159,Negotiation,247959.02,2022-05-30,,TEBG,NA
OPP-d57245cb,Mayer LLC,CMP-159,Closed Lost,333523.83,2022-05-28,2022-06-27,TEBG,NA
OPP-6f294315,Kelly and Sons,CMP-159,Closed Lost,271702.16,2022-05-24,2022-06-15,TEBG,NA
OPP-bcf874d0,Perry-Frazier,CMP-159,Closed Lost,254366.35,2022-05-30,2022-06-24,TEBG,NA
OPP-76911b49,"Mooney, Foster and Taylor",CMP-114,Closed Lost,135487.65,2020-12-04,2021-01-14,CBG,LATAM
OPP-f7caa8e4,"Martinez, Preston and Clark",CMP-103,Closed Won,136210.18,2021-04-22,2021-05-14,SIBG,EMEA
OPP-ee669bdb,"Sullivan, Sanchez and Gallegos",CMP-103,Closed Won,263311.48,2021-04-25,2021-05-17,SIBG,EMEA
OPP-d9a4f87d,Duffy-Garcia,CMP-103,Closed Won,264815.19,2021-04-17,2021-05-04,SIBG,EMEA
OPP-87728187,Fuller Group,CMP-103,Closed Won,194735.96,2021-04-27,2021-05-11,SIBG,EMEA
OPP-ddd32367,Smith-Elliott,CMP-103,Closed Won,150391.15,2021-04-16,2021-05-21,SIBG,EMEA
OPP-c8af5215,Shelton Inc,CMP-103,Closed Won,267354.3,2021-04-18,2021-05-03,SIBG,EMEA
OPP-68d29cbc,Cruz-Castaneda,CMP-103,Closed Won,192096.67,2021-04-24,2021-05-26,SIBG,EMEA
OPP-7051755c,"Brown, Trujillo and Davis",CMP-103,Closed Lost,292713.12,2021-04-22,2021-05-21,SIBG,EMEA
OPP-41f70b3a,Walker Inc,CMP-231,Closed Won,264367.59,2023-09-21,2023-10-16,TEBG,LATAM
OPP-09620620,Bauer-Richardson,CMP-231,Negotiation,284016.82,2023-09-15,,TEBG,LATAM
OPP-2d25c732,Sullivan-Gonzalez,CMP-231,Closed Won,317181.89,2023-09-15,2023-10-11,TEBG,LATAM
OPP-9566e701,Christian and Sons,CMP-231,Closed Won,219570.6,2023-09-21,2023-10-07,TEBG,LATAM
OPP-c4152635,Davidson-Williamson,CMP-231,Closed Won,185567.04,2023-09-18,2023-10-04,TEBG,LATAM
OPP-815745d8,Harris Inc,CMP-231,Closed Lost,534235.43,2023-09-16,2023-10-13,TEBG,LATAM
OPP-287a8273,"Lawson, Nielsen and White",CMP-231,Closed Won,330175.36,2023-09-20,2023-10-05,TEBG,LATAM
OPP-f0f9ba1b,Bridges-Vasquez,CMP-231,Closed Lost,199291.26,2023-09-26,2023-10-23,TEBG,LATAM
OPP-2b6303a5,Bradford Ltd,CMP-231,Closed Won,206901.26,2023-09-22,2023-10-11,TEBG,LATAM
OPP-f097f480,Smith-Keith,CMP-231,Closed Lost,262549.39,2023-09-16,2023-10-09,TEBG,LATAM
OPP-066fe251,Rivera-Graham,CMP-231,Closed Won,191735.48,2023-09-21,2023-10-12,TEBG,LATAM
OPP-7abd7b11,Dean Inc,CMP-231,Closed Won,236221.23,2023-09-24,2023-10-20,TEBG,LATAM
OPP-acbbb095,"Brooks, White and Fletcher",CMP-231,Negotiation,264377.72,2023-09-17,,TEBG,LATAM
OPP-5d400b20,"Middleton, Sandoval and Williams",CMP-231,Closed Won,276391.99,2023-09-24,2023-10-14,TEBG,LATAM
OPP-78687edb,Sanchez Group,CMP-231,Closed Won,302605.44,2023-09-15,2023-10-04,TEBG,LATAM
OPP-dfd5c8d8,Saunders-Griffin,CMP-231,Closed Won,411949.75,2023-09-23,2023-10-13,TEBG,LATAM
OPP-fa480407,Wilson Inc,CMP-231,Closed Lost,217110.82,2023-09-20,2023-10-07,TEBG,LATAM
OPP-591eb409,"Harvey, Phillips and Taylor",CMP-231,Closed Won,165279.68,2023-09-16,2023-10-04,TEBG,LATAM
OPP-d9531d11,Patton PLC,CMP-231,Closed Won,233174.08,2023-09-25,2023-10-21,TEBG,LATAM
OPP-232a68cf,Alvarez-Reed,CMP-231,Closed Won,196560.11,2023-09-18,2023-10-06,TEBG,LATAM
OPP-16808e76,Perez Ltd,CMP-231,Closed Won,263107.7,2023-09-17,2023-10-03,TEBG,LATAM
OPP-4d52b1c4,Santiago LLC,CMP-231,Closed Won,289556.74,2023-09-15,2023-10-06,TEBG,LATAM
OPP-86722c8e,Diaz-Bell,CMP-231,Closed Lost,235480.87,2023-09-15,2023-10-13,TEBG,LATAM
OPP-81007266,Rowe and Sons,CMP-108,Closed Won,336981.69,2021-07-07,2021-07-24,TEBG,EMEA
OPP-d5e9f676,Torres-Hill,CMP-108,Closed Won,415815.43,2021-07-04,2021-07-30,TEBG,EMEA
OPP-f6b96c41,Blankenship Inc,CMP-108,Negotiation,260930.59,2021-07-13,,TEBG,EMEA
OPP-f529524a,Stevens-Douglas,CMP-108,Closed Won,179915.45,2021-07-10,2021-07-31,TEBG,EMEA
OPP-27ede3b5,Walker and Sons,CMP-108,Closed Won,203606.97,2021-07-05,2021-07-21,TEBG,EMEA
OPP-745e86fe,Shaffer Group,CMP-108,Closed Won,185547.44,2021-07-05,2021-07-27,TEBG,EMEA
OPP-6032d5e2,Wood LLC,CMP-134,Negotiation,139357.78,2021-06-22,,SIBG,NA
OPP-0c483838,Robles-Lee,CMP-141,Closed Lost,251796.72,2024-02-24,2024-03-23,SIBG,LATAM
OPP-23f61c1a,Terrell-Chan,CMP-141,Closed Won,310158.88,2024-02-24,2024-03-22,SIBG,LATAM
OPP-97bc869e,Hull Inc,CMP-141,Closed Won,245339.87,2024-02-20,2024-03-19,SIBG,LATAM
OPP-eb95f5ea,Evans and Sons,CMP-141,Closed Won,332235.67,2024-02-23,2024-03-17,SIBG,LATAM
OPP-eb86271f,Rodriguez PLC,CMP-141,Closed Won,408850.59,2024-02-18,2024-03-14,SIBG,LATAM
OPP-312390c3,"Ramirez, Le and Watson",CMP-141,Negotiation,331422.36,2024-02-21,,SIBG,LATAM
OPP-c7aa87b7,"Cameron, Taylor and Gomez",CMP-141,Closed Lost,370382.44,2024-02-19,2024-03-06,SIBG,LATAM
OPP-a81ca39a,Fisher-Garcia,CMP-103,Closed Won,168497.69,2021-06-06,2021-07-02,SIBG,EMEA
OPP-78d8be47,Pratt-Young,CMP-103,Negotiation,167817.41,2021-05-29,,SIBG,EMEA
OPP-b182f2e2,"Reed, Ware and Boyd",CMP-103,Closed Won,179512.2,2021-06-05,2021-07-01,SIBG,EMEA
OPP-00a76fec,Brock and Sons,CMP-103,Closed Lost,181927.53,2021-06-09,2021-07-13,SIBG,EMEA
OPP-ded3232d,"Johnston, Turner and Price",CMP-103,Closed Won,263512.22,2021-06-05,2021-07-10,SIBG,EMEA
OPP-6109f9b8,Armstrong LLC,CMP-103,Negotiation,304233.15,2021-06-06,,SIBG,EMEA
OPP-98c6e4a6,Guerra Ltd,CMP-237,Closed Won,350931.8,2023-09-26,2023-10-26,SIBG,APAC
OPP-80cf6c75,Horne Inc,CMP-237,Closed Lost,239190.84,2023-10-01,2023-10-16,SIBG,APAC
OPP-56211706,Horn PLC,CMP-237,Closed Lost,223106.03,2023-09-24,2023-10-11,SIBG,APAC
OPP-29a1c630,"Ferguson, Jefferson and Jackson",CMP-193,Closed Won,224698.26,2020-09-20,2020-10-10,HCBG,NA
OPP-733cba9c,Knight Ltd,CMP-193,Negotiation,294418.68,2020-09-19,,HCBG,NA
OPP-ae3fd156,"Ramsey, Barnes and Henderson",CMP-193,Closed Won,251152.32,2020-09-24,2020-10-13,HCBG,NA
OPP-a63c36fe,Hamilton and Sons,CMP-193,Negotiation,226894.49,2020-09-29,,HCBG,NA
OPP-cb261489,Howard Ltd,CMP-117,Closed Won,152973.52,2024-05-10,2024-06-13,TEBG,NA
OPP-f6a2e809,Harvey-Allen,CMP-239,Closed Lost,207806.98,2021-06-12,2021-07-24,CBG,LATAM
OPP-0997e6f8,Gould Group,CMP-239,Closed Won,182925.61,2021-06-07,2021-07-17,CBG,LATAM
OPP-95d13948,Miller-Fisher,CMP-201,Closed Won,241675.15,2022-04-18,2022-05-08,TEBG,NA
OPP-52956304,"Davis, Ross and Sanchez",CMP-201,Closed Won,192374.83,2022-04-23,2022-05-22,TEBG,NA
OPP-9f9f1e16,Bryant Group,CMP-201,Closed Won,212695.68,2022-04-21,2022-05-06,TEBG,NA
OPP-5d5eb779,"Williams, Goodwin and Washington",CMP-201,Closed Won,178542.35,2022-04-20,2022-05-13,TEBG,NA
OPP-233ffdae,Finley-Smith,CMP-201,Closed Won,216079.9,2022-04-24,2022-05-08,TEBG,NA
OPP-961a28f9,"Rivera, Ramirez and Parker",CMP-201,Closed Won,269174.81,2022-04-22,2022-05-26,TEBG,NA
OPP-7c2ab435,Torres Inc,CMP-201,Negotiation,404900.43,2022-04-19,,TEBG,NA
OPP-1aa97545,Snyder and Sons,CMP-201,Closed Won,213521.59,2022-04-18,2022-05-10,TEBG,NA
OPP-7e5fe77f,Long Inc,CMP-201,Closed Won,247143.29,2022-04-20,2022-05-21,TEBG,NA
OPP-61e342a1,Sanchez-Clements,CMP-201,Closed Won,329255.99,2022-04-26,2022-05-29,TEBG,NA
OPP-feb37978,Underwood Group,CMP-201,Closed Won,248511.55,2022-04-22,2022-05-23,TEBG,NA
OPP-42082804,"Foster, Houston and Richardson",CMP-201,Closed Won,169394.62,2022-04-20,2022-05-17,TEBG,NA
OPP-e5b203d7,Hunter-Frost,CMP-201,Closed Won,204201.93,2022-04-16,2022-05-08,TEBG,NA
OPP-658b245a,"Brooks, Johnson and Nolan",CMP-201,Closed Won,191053.22,2022-04-17,2022-05-06,TEBG,NA
OPP-fbe89c8b,Rodriguez LLC,CMP-201,Closed Won,200603.7,2022-04-22,2022-05-09,TEBG,NA
OPP-45530777,Nelson-Munoz,CMP-201,Closed Lost,211849.35,2022-04-22,2022-05-17,TEBG,NA
OPP-22c7a41b,Dunn-Murillo,CMP-128,Closed Won,269889.7,2023-12-03,2023-12-27,SIBG,APAC
OPP-383a9e78,"Brown, Lutz and Adams",CMP-128,Negotiation,276501.78,2023-12-02,,SIBG,APAC
OPP-5504a2c0,"Smith, Martinez and James",CMP-128,Closed Won,282366.86,2023-12-05,2023-12-28,SIBG,APAC
OPP-efd4f5a1,Harrison PLC,CMP-128,Closed Won,295903.12,2023-12-01,2023-12-18,SIBG,APAC
OPP-300ae5aa,"Long, Perry and Williams",CMP-168,Closed Won,343873.09,2023-08-15,2023-09-16,CBG,EMEA
